Country Name,Country Code,Series Name,Series Code,1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Mexico,MEX,"Population, total",SP.POP.TOTL,72080310,73489654,74872006,76224365,77553504,78892015,80233749,81720428,83351595,84993164,86648447,88314424,89969572,91586555,93183094,94767284,96334810,97873442,99394288,100917081,102429341,103945813,105442402,106886790,108302973,109684489,111049428,112532401,114150481,115755909,117290686,118755887,120149897,121519221,122839258,124013861,125085311,125998302,126705138,127504125,128455567
Mexico,MEX,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,0.250669986009598,0.276199996471405,0.301959991455078,0.344099998474121,0.306129992008209,0.324180006980896,0.354299992322922,0.393139988183975,0.388159990310669,0.398440003395081,0.369219988584518,0.398330003023148,0.443870007991791,0.47953999042511,0.494850009679794,0.471289992332458,0.420960009098053,0.425029993057251,0.43529999256134,0.42943000793457,0.387780010700226,0.328319996595383,0.306430011987686,0.283939987421036,0.300029993057251,0.282429993152618,0.268550008535385,..
Mexico,MEX,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,3945.12,4350.81,4656.51,4873.62,5026.99,5434.53,5962.27,6729.9,7285.4,8316.07,9432.71,9634.49,10418.35,10662.07,11269.39,11856.04,12579.93,13215.34,14085.34,14542.51,15030.26,16016.63,16926.89,18495.83,20074.24,..,..,..
Mexico,MEX,Urban population,SP.URB.TOTL,48956226,50294115,51624248,52944682,54258758,55588892,56930659,58363912,59859781,61372714,62905040,64456282,66008876,67471815,68889330,70304057,71712596,73132993,74590443,76056158,77520574,78995700,80460988,81892383,83306647,84700556,86085517,87567088,89164082,90758420,92306597,93808838,95260846,96701350,98108030,99404550,100623628,101719689,102651435,103660854,104796621
Mexico,MEX,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.4,..,..,..,3.4,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Monaco,MCO,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.73161208629608,1.74021410942078,1.76215100288391,1.78090953826904,1.78070986270905,1.26600527763367,1.2798718214035,1.27020359039307,..
Monaco,MCO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,17.80952,16.77524,..,..,16.98797,..,..,16.66997,16.64834,15.31995,16.84608,17.23434,15.75302,..,..,..,15.39129,..,..,..,..,15.05183,15.25156,11.88624,10.25539,13.11917,15.99401,..,12.70133,..,..,..,..,..,..,..
Monaco,MCO,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,58,53.4202,..,..,65.5081,..,..,60.98055,60.01025,54.33458,53.36099,52.4779,48.68196,..,..,..,45.83096,..,..,..,..,38.99344,37.74654,51.44008,57.83414,52.34058,41.06121,..,31.46299,..,..,..,..,..,..,..
Monaco,MCO,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,..,..,..,0,0,..,..,0,..,..,0,..,2.45392,..,..,..,..,..,..,4.36853,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2653036445.84938,2692421186.58146,2738426578.87622,2805582785.1767,2875289570.3864,3007512678.99083,3132735260.66083,3215547681.56073,3248189614.18961,3292580662.11457,3262489148.37784,3334773663.44428,3405375867.16928,3443200492.1509,3520233452.16959,3643556568.78068,3763813663.99489,3910987404.0302,3996549408.74794,4037573814.13917,4081483913.13074,4182316327.01844,4260763182.64158,4507633843.73748,5158474677.53577,5196627416.06878,4607616461.48132,4702773879.94011,5033019496.12431,5083964623.45956,5570860895.5028,5971240222.22561,6261649890.82388,6447251742.39326,6250989566.82201,6612318443.51693,7080699415.97797,6159422994.34281,7506326878.49469,8339290931.81964,..
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1092560364.51959,1037329604.35108,1082867507.33142,1515234743.47367,1839081463.27676,2000704744.91538,2010083833.1726,2481307077.10989,2480540845.33242,2737049230.70442,2574494355.73357,2720332134.53623,3130309995.30848,3137886994.52207,2840195190.36905,2934593467.68589,2907118641.17756,2654462665.26893,2673723033.71239,2919647981.81473,3597089750.78276,4043551488.82603,4204652898.73103,4586826512.71356,5875790766.2621,6502942244.93068,5474379252.34114,5367561569.59548,6088689808.38347,5742749294.00852,6555591709.88585,7069353073.08882,6261649890.82388,6465645584.94877,6431271365.08338,7182444409.54069,7383944044.17,6739645416.47916,8626081320.50612,8784002931.68665,..
Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,0,0,0,0,0,0,..,..,..,..,42.18486345,46.64614236,48.04711717,49.49116892,52.49019668,55.46482606,61.47603971,64.3776824,67.25,70.1,75,80.3,87,90.7,92.4,93.36330202,95.20817797,97.05297684,..,83.33974409,84.70640914,86.09548575,..,..
Monaco,MCO,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,233000,226000,259000,278000,278000,300000,270000,263000,235000,250000,286000,313000,328000,324000,265000,279000,295000,292000,328000,329000,331000,336000,355000,347000,363000,159000,..,..,..
Monaco,MCO,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0,0,0,0,3.706807633,8.188013951,9.545136904,17.02449636,22.52252252,35.62358347,40.37784775,42.89850608,44.08211071,45.92725252,46.66728556,48.85841916,53.48620142,57.18971604,64.10457845,69.0477685,70.98546341,70.57086021,93.64854912,95.66282421,100.1072658,93.25671559,92.54624592,89.81953549,89.02386351,88.27945664,91.22158017,96.10801148,102.0171182,106.8167485,..
Monaco,MCO,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..,..,..,..,..,..,..,..,81.8669509887695,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.8095703125,..,..,..
Monaco,MCO,"Population ages 0-14, total",SP.POP.0014.TO,3519,3654,3768,3853,3905,3925,3881,3840,3898,3998,4088,4170,4246,4311,4366,4403,4378,4334,4365,4432,4469,4473,4445,4374,4261,4185,4223,4305,4367,4409,4430,4435,4443,4471,4508,4553,4609,4657,4698,4753,4814
Monaco,MCO,"Population ages 15-64, total",SP.POP.1564.TO,18315,18565,18801,19020,19225,19424,19657,19872,20011,20123,20234,20337,20434,20542,20653,20766,20876,20914,20834,20696,20551,20407,20271,20141,20004,19894,19834,19792,19747,19711,19692,19686,19673,19610,19499,19378,19233,19028,18792,18617,18491
Monaco,MCO,"Population ages 65 and above, total",SP.POP.65UP.TO,6151,6188,6238,6298,6370,6454,6540,6617,6655,6673,6702,6746,6802,6866,6949,7040,7140,7217,7245,7258,7296,7355,7425,7497,7559,7783,8344,9080,9830,10580,11302,11989,12643,12990,13037,13099,13192,13236,13196,13099,12991
Monaco,MCO,Population growth (annual %),SP.POP.GROW,1.48316192992406,1.49669413261499,1.39828194947668,1.25566519241492,1.12151982573854,1.01852420074943,0.921850215615285,0.831034299140832,0.771849528449064,0.749702002240685,0.744123269256896,0.735427307440948,0.73005823579243,0.749991648586953,0.781953204764374,0.751051413609378,0.572730386196825,0.218936549624527,-0.0647059752351783,-0.178929555681925,-0.216376703381685,-0.24786231551975,-0.295136676013591,-0.405287997089734,-0.589029493886293,0.122477835833443,1.6775209368822,2.36977191505581,2.28545620835272,2.19981191992032,2.06780986239305,1.91520497126224,1.78404621981199,0.842469530267675,-0.0728597482140499,-0.0405005878121066,0.0135020185722688,-0.302883026724653,-0.641236845621864,-0.593262624459316,-0.472749142011553
Monaco,MCO,"Population, total",SP.POP.TOTL,27985,28407,28807,29171,29500,29802,30078,30329,30564,30794,31024,31253,31482,31719,31968,32209,32394,32465,32444,32386,32316,32236,32141,32011,31823,31862,32401,33178,33945,34700,35425,36110,36760,37071,37044,37029,37034,36922,36686,36469,36297
Monaco,MCO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0371900014579296,0.0382100008428097,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,19.7,24.52,27.79,20.94,13.79,25.93,23.94,26.67,38.93,37.54,33.41,32.12,34.99,43.34,43.25,48.33,30.16,37.22,38.62,42.59,42.06,50.3,46.21,45.45,49.05,..,..,..
Monaco,MCO,Urban population,SP.URB.TOTL,27985,28407,28807,29171,29500,29802,30078,30329,30564,30794,31024,31253,31482,31719,31968,32209,32394,32465,32444,32386,32316,32236,32141,32011,31823,31862,32401,33178,33945,34700,35425,36110,36760,37071,37044,37029,37034,36922,36686,36469,36297
Monaco,MCO,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,Gini index,SI.POV.GINI,28.4,..,..,..,26.8,..,..,31.1,..,..,30.4,..,..,..,..,..,28.1,..,..,..,..,29.8,29,30,29.6,29.3,27.9,27.8,27.8,27.6,28.1,28.6,28.2,28.2,28.5,28.1,29.2,26,25.7,..,..
Netherlands,NLD,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,4.66931009292603,4.79303979873657,5.26707983016968,5.45530986785889,5.40654993057251,5.40647983551025,4.14177989959717,4.54524993896484,4.70468997955322,12.9104099273682,13.419469833374,..,0.927009999752045,1.11503005027771,1.05009996891022,..,0.517270028591156,..,..,1.10246002674103,0.035130001604557,0.0978199988603592,2.0777599811554,0.193090006709099,0.201020002365112,0.151899993419647,0.302940011024475,0.258729994297028,0.325280010700226,0.254009991884232,..,..,0.290529996156693,0.309899985790253,0.412680000066757,0.427870005369186,0.343529999256134,0.400000005960464,0.398310005664825,..,..
Netherlands,NLD,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,..,..,..
Netherlands,NLD,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,54.80317756254,55.2895619055443,56.0887318613016,56.5313878799914,54.294442653549,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Netherlands,NLD,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,2.0818977355957,..,2.08959698677063,..,2.13800668716431,..,2.06836199760437,1.99590289592743,1.97551548480988,1.96084868907928,2.0405261516571,2.15947222709656,2.1027684211731,2.12415862083435,2.09006071090698,2.08139801025391,2.09058332443237,2.01678347587585,1.96069610118866,1.83362650871277,1.85842132568359,1.74520063400269,1.88895213603973,1.86780214309692,2.00024700164795,2.00462627410889,1.91718029975891,..
Netherlands,NLD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4300.25050340814,4412.16507440164,4517.08958659729,4566.68476953294,4722.93387326605,4924.15563207118,5052.62777927022,5218.20204113163,5327.47685138182,5441.65547189092,5494.11237191937,5643.10694814572,5719.06110910365,5905.99219677309,6066.24323778959,6257.89088309705,6349.31958385256,6507.10592493944,6599.2653703249,6641.74076187963,6695.7151244396,6882.97022088311,6912.37208536246,7025.83447881547,7157.37857667485,7173.04629878655,6856.28189731542,7006.27382053053,7060.05376840719,6876.58975293409,6833.91143479292,6712.774758245,..,..,..,..,..,..,..,..,..
Netherlands,NLD,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,25.9597652975692,26.9967185956864,27.2181358920997,25.9492539980345,28.0726114091115,35.7113099941101,33.9958932238193,38.2100377945754,33.9347171434717,32.6391136078284,31.4260164076777,33.8149673832747,36.9879384478914,33.30835957529,31.623961258856,32.4600779235033,28.9068265682657,30.2506945141748,30.4506582108196,30.2018107750492,30.7194943089095,27.7975378900152,26.9492899390519,26.8210010826343,27.0679408548471,24.9311960725974,23.4029078818904,21.6315921857969,21.7070452690786,26.440976591996,27.0690807580404,31.3485079966737,38.6535840828564,..,..,..,..,..,..,..,..
Netherlands,NLD,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,19.60565,17.87355,27.60823,27.19401,23.77715,25.04237,..,18.98446,19.43047,..,22.60037,22.64591,23.0686,23.46146,..,24.85826,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.34611,21.22068,..,..,..,..,..,..,..
Netherlands,NLD,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,38.30635,38.32964,35.60884,34.07015,34.88865,33.5687,..,38.5925,37.48774,..,39.39297,39.58294,39.7498,39.98002,..,39.0926,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.90696,40.48964,..,..,..,..,..,..,..
Netherlands,NLD,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,30.07887,30.28846,29.00031,27.76032,31.97841,30.20054,..,33.25415,32.59294,..,31.19357,30.94039,30.11758,29.32645,..,28.89228,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.12593,31.92546,..,..,..,..,..,..,..
Netherlands,NLD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,373119759805.182,384543489815.709,394465403148.719,405459058225.018,413289480955.017,427511676525.385,446408196647.337,465082446942.397,476426432932.937,484554605651.777,490648132551.043,505176677944.667,520918165020.581,539143748273.904,562483569063.842,588717336764.449,618353650975.274,644297559542.718,659290074379.866,660722537625.617,661750925152.705,674886321780.345,688727404110.835,712564183491.074,739448107993.38,755496534043.895,727793352989.741,737565720627.788,749006761258.435,741289340197.321,740324364660.471,750862107575.857,765572770634.375,782351934079.297,805125436190.089,824133764145.055,840250428566.882,807597591789.77,857602880650.928,894727808846.024,895765770359.845
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,153445465987.182,143912664148.352,143845822717.622,200862095700.666,245046310922.541,261910508417.884,258336705808.999,318330511920.61,327500327675.625,362962872180.451,353550169672.52,379130260322.073,452301674444.139,450490196078.431,416812740004.518,438008220395.468,447049523049.808,417479337444.707,431586852369.686,473861980070.981,580070360701.96,658380081545.175,685348181515.953,733955269898.823,848558887541.179,951869997864.062,871518638049.218,847380859016.668,905270626332.687,838923319919.531,877172824534.512,892167986713.722,765572770634.375,784060430240.08,833869641687.06,914043438179.607,910194347568.626,909793466661.481,1029678338329.44,1009398719033.08,1118124749886.29
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,0.334386942,0.531496128,1.320008028,1.967087737,3.257308831,6.47315766,9.649069145,14.0655114,22.24382769,39.17600725,43.98435137,49.37306211,61.29,64.35,68.52,81,83.7,85.82,87.42,89.63,90.72,91.41999576,92.85999236,93.9564,91.666666,91.72413793,90.4109589,93.19727891,91.89189189,93.2885906,91.33333333,92.05298013,92.51968504,..
Netherlands,NLD,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,6574000,6580000,7841000,9312000,9874000,10003000,9500000,9595000,9181000,9646000,10012000,10739000,11008000,10104000,9921000,10883000,11300000,11680000,12783000,13925000,15007000,15828000,17924000,18780000,20129000,7265000,..,..,..
Netherlands,NLD,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,7102096,7195092,7256259,7390795,7465688,7566030,7760296,7899213,8047998,8237559,8384016,8532973,8561053,8618836,8457142,8508765,8674930,8830188,8909191,8887012,8900853,9013873,9054383,9031991,9095975,9128587,9194515,9309225,9466453,9502134,9620091,9793778,9998892
Netherlands,NLD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.84858474479936,2.86172441738649,2.76821812094818,2.72511978598847,2.71346717798331,2.6109094684565,2.51740390550589,2.36901988510143,2.24853153093843,2.21300259630903,2.02782940845455,1.91306097545144,1.79424050457827,1.75660773571403,1.65927318261403,1.5806480613385,1.58982542582888,1.43400434064074,1.43790686912329,1.42655601162955,1.44380959809676,1.42682783976905,1.3964852790883,1.39338905749077,1.35471679829449,1.30531923769851,1.39763332170373,1.32543371501611,1.28836534898418,1.23540888805849,1.16615162393654,1.15968789088093,1.13271150479415,1.16362691769596,1.15680366756712,1.2166741818661,1.31836099648855,1.4412639825242,1.37664709536688,1.58328113846348,..
Netherlands,NLD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,..,0.033067635,0.104848165,0.164902921,0.223542129,0.377098663,0.528620872,0.764293078,1.095660031,1.416292584,2.091276329,3.489425681,6.538548864,10.98535148,21.31327693,42.65907064,67.6451895,76.3376165,75.3563546,81.84737461,91.38038468,97.3691093,105.9435391,117.6543655,125.3100554,121.8477658,115.4171328,118.7279121,117.4658849,115.4123066,115.3822493,122.1109286,121.9889276,119.3221581,122.1100816,125.3335923,122.8307665,125.0621654,118.0652669,..
Netherlands,NLD,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,94.495979309082,94.1191787719727,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Population ages 0-14, total",SP.POP.0014.TO,2961743,2888229,2818985,2766391,2731911,2715154,2713308,2727878,2754736,2783112,2809702,2832668,2848046,2859202,2876327,2902519,2931170,2959105,2982895,2996997,3003598,3001600,2986837,2963332,2940526,2925170,2916098,2909329,2901855,2887465,2863889,2837999,2811351,2786927,2767111,2747066,2731641,2720919,2718089,2730364,2742725
Netherlands,NLD,"Population ages 15-64, total",SP.POP.1564.TO,9705971,9817954,9925234,10021165,10112289,10187104,10244770,10303618,10366385,10425388,10480716,10527480,10564331,10601617,10641028,10686744,10739730,10800244,10869275,10931210,10973804,10999794,11016609,11031473,11051655,11079502,11109811,11139436,11136315,11101082,11078304,11077603,11098316,11135885,11176625,11216475,11262366,11293838,11316863,11374713,11429674
Netherlands,NLD,"Population ages 65 and above, total",SP.POP.65UP.TO,1699356,1718028,1747413,1784722,1820837,1857836,1890829,1920014,1948676,1975666,1999950,2022689,2046629,2069678,2093295,2117946,2141188,2166164,2194010,2220722,2247899,2280385,2316422,2351296,2389514,2440921,2504479,2566628,2654905,2766415,2862240,2949406,3030256,3107503,3187560,3268083,3350868,3426742,3498092,3595905,3707089
Netherlands,NLD,Population growth (annual %),SP.POP.GROW,0.37922259579425,0.396933189768028,0.466326519882431,0.554957725760648,0.634526879264155,0.646096227552241,0.59990721305618,0.688603823438797,0.788031035375139,0.756056593396787,0.696991330125143,0.602938474274189,0.49392737251493,0.461395747607711,0.514767002117464,0.616640530679659,0.665493187073143,0.714770362784392,0.754840057734904,0.638291666268526,0.471814398788212,0.347475412048658,0.23366314793854,0.160613668857538,0.217521601194242,0.389292461499527,0.514284544827762,0.512923100553586,0.466428782200821,0.370055034770235,0.294820793441482,0.359828172726548,0.443220089035769,0.532178879608489,0.591203366164118,0.583933408920832,0.65507157480522,0.55554079025497,0.523490508168757,0.953278922854537,1.00340157218113
Netherlands,NLD,"Population, total",SP.POP.TOTL,14367070,14424211,14491632,14572278,14665037,14760094,14848907,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874,17441500,17533044,17700982,17879488
Netherlands,NLD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,1.84092998504639,1.8447699546814,1.74205994606018,1.82281994819641,1.78980004787445,1.79609000682831,1.74542999267578,1.78390002250671,1.7890100479126,1.77388000488281,1.74066996574402,1.67030000686646,1.62268996238708,1.66569995880127,1.70404005050659,1.8813099861145,1.9162700176239,2.15605998039246,2.17330002784729,2.1460599899292,2.15081000328064,2.17857003211975,2.13879990577698,2.18435001373291,2.32182002067566,2.30886006355286,..,..
Netherlands,NLD,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,18565.62,18654.85,18778.35,17751.63,18865.25,18769.03,19627.11,20111.59,21555.51,24179.86,24828.84,25555.34,26521.22,28385.45,29127.43,29981.55,30713.33,31251.17,31512.23,31178.38,30962.18,31126.28,31333.4,31458.37,33376.81,..,..,..
Netherlands,NLD,Urban population,SP.URB.TOTL,9470198,9565992,9668672,9780476,9900806,10022989,10141210,10269295,10447740,10662777,10871452,11069798,11255548,11436659,11622597,11819675,12021931,12229998,12488742,12775902,13035570,13271929,13485107,13671225,13848922,14044865,14263741,14477657,14669707,14842886,14987369,15126226,15275237,15435425,15602670,15765213,15935776,16087342,16230689,16441734,16659928
Netherlands,NLD,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,..,..,..
Nepal,NPL,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,35.2,..,..,..,..,..,..,..,43.8,..,..,..,..,..,..,32.8,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.82140016555786,6.41153001785278,..,..,..,12.1700000762939,8.33399963378906,3.97199988365173
Nepal,NPL,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,..,..,..
Nepal,NPL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,52.6205809545912,64.911430440788,61.6569229882709,63.6815382338544,66.5412100044161,66.1836432074826,65.1978803839092,59.8824296913156,66.3514434343267,64.0681097896128,64.5733198414706,58.9891415877141,63.9354609821022,62.5881953798115,59.4156672858263,51.7646230480547,49.6869680346867,42.9786611378803,43.799987249558,..,33.8625212320188,..,..,..,..,..,..,..,..,31.7771473472895,39.0485631284493,39.9222686422289,..,..
Nepal,NPL,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,9,9,9,9,9,9,9,9
Nepal,NPL,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.639208674430847,..,-0.595585644245148,..,-0.567300498485565,..,-0.463561415672302,-0.588842928409576,-0.953119218349457,-0.742212891578674,-0.692943096160889,-0.791534423828125,-0.81800764799118,-0.704490542411804,-0.6956827044487,-0.787440359592438,-0.814642906188965,-0.688907444477081,-0.588590502738953,-0.603224992752075,-0.826682507991791,-0.776277244091034,-0.688618004322052,-0.691047370433807,-0.598265945911407,-0.556139707565308,-0.532641351222992,..
Nepal,NPL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,17.860701343746,19.2514005393892,21.3219968722797,24.6976544364402,26.9013703001451,29.0586726115868,31.4963475989154,33.8999812912885,35.8654774363178,35.6485005675502,37.0520853106397,39.8261030832607,42.4109295386341,44.7683193389176,45.1624227824724,47.8413832859251,53.5141282476024,57.3301573729107,62.910543891304,65.9240591156434,68.8784930429218,72.7581351536198,75.4799960890405,82.39384552289,86.5474978994825,82.807743483782,96.4223069122029,101.982334082566,114.866653275337,119.389577154535,134.324000225699,143.506838113581,..,..,..,..,..,..,..,..,..
Nepal,NPL,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..
Nepal,NPL,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.20334,48.29229,55.02941,55.3618,59.21355,56.471,..,..,..,..,62.3792,62.97432,55.70124,54.50737,54.24189,54.78521,53.47322,53.77015,..,..,..,..,..,..,..,..
